URL,MatchDateTime,Show,Snippet
https://archive.org/details/CNNW_20240121_170000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/1856/end/1891,1/21/2024 17:31:11,State of the Union With Jake Tapper and Dana Bash,"a tragic consequence on thousands of innocent civilians, 1200 innocent civilians got murdered in israel. this is a moment where the israeli public needs to choose, what is the best path forward. i know it would be a significant"
https://archive.org/details/CNNW_20240121_170000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/1872/end/1907,1/21/2024 17:31:27,State of the Union With Jake Tapper and Dana Bash,"step for them to accept the creation of a palestinian step is the right step forward, but many who have long experienced in israel and in the region think the only way to end the constant cycle of violence is to choose the path of peace."
https://archive.org/details/KGO_20240122_080000_This_Week_With_George_Stephanopoulos#start/2121/end/2156,1/22/2024 8:35:36,This Week With George Stephanopoulos,martha: that was abc news gaza-based producer sam azayara reporting on the dire humanitarian situation in gaza. it's just one of the challenges the biden administration is facing as concerns about escalating conflict throughout
https://archive.org/details/KGO_20240122_080000_This_Week_With_George_Stephanopoulos#start/2312/end/2347,1/22/2024 8:38:47,This Week With George Stephanopoulos,iran's role in these conflicts. iran's foreign minister said the following on wednesday. the security of the red sea is tied to the developments in gaza and everyone will suffer if israel's crimes in gaza do not stop. all the resistance fronts will
https://archive.org/details/KGO_20240122_080000_This_Week_With_George_Stephanopoulos#start/2344/end/2379,1/22/2024 8:39:19,This Week With George Stephanopoulos,"and the rationale that because there is a conflict going on between israel and hamas in gaza that entitles a group to take actions, military actions against the entire global economy against shippers, frankly from countries that have nothing to do with that conflict that are traveling"
https://archive.org/details/KGO_20240122_080000_This_Week_With_George_Stephanopoulos#start/2379/end/2414,1/22/2024 8:39:54,This Week With George Stephanopoulos,"if they were not directly aware of it in realtime. martha: why not military action? they're obviously strong supporters of hezbollah in lebanon which is also waging attacks against israel, and they support the houthis and militia"
https://archive.org/details/KGO_20240122_080000_This_Week_With_George_Stephanopoulos#start/2396/end/2431,1/22/2024 8:40:11,This Week With George Stephanopoulos,"groups attacking us in israel. we've held iran responsible for this in a number of ways. first and foremost, we have taken military action. we have said quite clearly we hold iran responsible for the groups, the proxies that it"
https://archive.org/details/KGO_20240122_080000_This_Week_With_George_Stephanopoulos#start/2427/end/2462,1/22/2024 8:40:42,This Week With George Stephanopoulos,"to take actions responsible for attacks in the past. martha: we have a minute left here, but we cannot forget that horrendous attack on the israelis, but you saw sammy there in the beginning. look at the response. people are starving. more than 20000 people have died. there's devastating effects."
https://archive.org/details/KGO_20240122_080000_This_Week_With_George_Stephanopoulos#start/2443/end/2478,1/22/2024 8:40:58,This Week With George Stephanopoulos,"you have said you had concerns about the way israelis are conducting this war in the past and hoped things changed. have things changed, and what will you do about them? first of all, martha, you're absolutely right that we have stood up for israel's right to"
https://archive.org/details/KGO_20240122_080000_This_Week_With_George_Stephanopoulos#start/2457/end/2492,1/22/2024 8:41:12,This Week With George Stephanopoulos,"take defensive actions against hamas so this threat cannot be perpetrated against them again, but we've also been quite clear that the way in which israel conducts this conflict is a great concern to us. we have seen in recent days and"
https://archive.org/details/KGO_20240122_080000_This_Week_With_George_Stephanopoulos#start/2474/end/2509,1/22/2024 8:41:29,This Week With George Stephanopoulos,"weeks a beginning of a shift in a phase of the conflict that we have been calling for, where we would like israel to focus more on high-value targets, on hamas leadership, and we have seen them start to do that. we think that has to continue to take place over the course of the weeks and days ahead, but we"
https://archive.org/details/KGO_20240122_080000_This_Week_With_George_Stephanopoulos#start/2487/end/2522,1/22/2024 8:41:42,This Week With George Stephanopoulos,"have also been quite clear there needs to be more humanitarian assistance going into gaza. they have taken some steps that have been constructive, and some that have been through ker"
https://archive.org/details/KGO_20240122_080000_This_Week_With_George_Stephanopoulos#start/2521/end/2556,1/22/2024 8:42:16,This Week With George Stephanopoulos,"in gaza is improved as we shift to a different phase. martha: thank you so much for joining us. so much more needs to be done. the powerhouse round table is up next. we'll be right back. sail through the heart of historic cities and unforgettable scenery with viking. unpack once and get closer to iconic landmarks,"
https://archive.org/details/MSNBCW_20240122_090000_Meet_the_Press#start/3390/end/3425,1/22/2024 9:56:45,Meet the Press,"democracy in ukraine, taking care of the israel and gaza situation, and fighting for democracy right here at home. so i hope people will get out to vote, make their choice, and i"
https://archive.org/details/KPIX_20240122_103000_Face_the_Nation#start/1376/end/1411,1/22/2024 10:53:11,Face the Nation,"have to ask you, since there are roughly 300000 in this state who identify as arab americans, large muslim american population, there is a lot of pain and frustration with the president's support of israel,"
https://archive.org/details/KPIX_20240122_103000_Face_the_Nation#start/1425/end/1460,1/22/2024 10:54:00,Face the Nation,"israel and gaza has certainly, i think, caused pain for everyone. as we spoke to one of your constituents last night who said he went door to door for joe biden in 2020 and he's lost his vote in 2024, and he said he"
https://archive.org/details/KPIX_20240122_110000_Face_the_Nation#start/546/end/581,1/22/2024 11:09:21,Face the Nation,"know, immigration has been brown for decades, and those border problems were under president trump. the middle east policies he had didn't solve issues. i mean, in fact, we are seeing the conflict in israel really"
https://archive.org/details/KPIX_20240122_110000_Face_the_Nation#start/1191/end/1226,1/22/2024 11:20:06,Face the Nation,because of the issue with palestine are getting alarmed about their support for biden. we heard some of that as well. we'll be back in a moment. during our trip to michigan
https://archive.org/details/KPIX_20240122_110000_Face_the_Nation#start/1242/end/1277,1/22/2024 11:20:57,Face the Nation,joe biden until october 7th. i feel he's disenfranchised us with his stance on gaza. what do you mean? he's not listening to us. we're asking for a cease-fire. it's a humanitarian catastrophe in gaza. too many lives are being lost at
https://archive.org/details/KPIX_20240122_110000_Face_the_Nation#start/1304/end/1339,1/22/2024 11:21:59,Face the Nation,i believe that he -- i like when he says things like israel has the right to defend itself and to do what it needs to do to protect its citizens from hamas. i think he stresses that
https://archive.org/details/KPIX_20240122_110000_Face_the_Nation#start/1320/end/1355,1/22/2024 11:22:15,Face the Nation,israel's got to be really careful not to commit war crimes. i think he's been clear on that. i just don't know what else he can do. people think he has more power over netanyahu han he does. so abortion is legal and
https://archive.org/details/KPIX_20240122_110000_Face_the_Nation#start/1492/end/1527,1/22/2024 11:25:07,Face the Nation,"you, but that you probably won't vote for president biden. i think it would be hypocritical of me to use reproductive rights as a way to justify voting for biden when biden is aiding and sending military aid to israel which is"
https://archive.org/details/KPIX_20240122_110000_Face_the_Nation#start/1508/end/1543,1/22/2024 11:25:23,Face the Nation,"air striking gaza and blocking humanitarian aid leading to women who are pregnant getting c-sections without anesthesia, not being able to be provided with prenatal care. it's interesting that just to button this up, you are not very"
https://archive.org/details/CNNW_20240128_140000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/1318/end/1353,1/28/2024 14:22:13,State of the Union With Jake Tapper and Dana Bash,democrats might have in organizing is some anger in some corners of the progressive movement over biden's support for israel in its war against
https://archive.org/details/CNNW_20240128_140000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/1366/end/1401,1/28/2024 14:23:01,State of the Union With Jake Tapper and Dana Bash,democratic meeting there. they are in front of my house all the time. i have a feeling for what feelings they have. we have to think about what we're doing. what we have to do is try to stop the suffering in gaza.
https://archive.org/details/CNNW_20240128_140000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/2992/end/3027,1/28/2024 14:50:07,State of the Union With Jake Tapper and Dana Bash,"endorsement is there, get into every union hall. we have to deal with the mideast head on, understand what is happening in gaza, the number of families that live in michigan who have lost loved ones, have family there that they are"
https://archive.org/details/CNNW_20240128_140000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/3438/end/3473,1/28/2024 14:57:33,State of the Union With Jake Tapper and Dana Bash,in the wake of the deadliest day for jews since the holocaust. the hamas terror attack inside israel on october 7th. we asked them to share some.
https://archive.org/details/KPIX_20240128_163000_Face_the_Nation#start/88/end/123,1/28/2024 16:31:43,Face the Nation,"negotiator if this deal can become law. we'll hear from virginia democrat senator tim kaine, who's hoping an agreement will also clear the way for more foreign aid to ukraine and israel and check in with biden"
https://archive.org/details/KPIX_20240128_163000_Face_the_Nation#start/104/end/139,1/28/2024 16:31:59,Face the Nation,administration envoy amos hochstein who is working to prevent the war in israel from spiralling into leb ba none. an update from save the children ceo janti soeripto on the humanitarian crisis in gaza.
https://archive.org/details/KGO_20240128_160000_This_Week_With_George_Stephanopoulos#start/2053/end/2088,1/28/2024 16:34:28,This Week With George Stephanopoulos,"chairman of the joint chiefs of staff. [ applause ] sworn in just one week before the horrific hamas terrorist attacks on israel and the violent, intense retaliation that has followed. in the four months since the hamas attacks, more than 25000 palestinians have been killed by"
https://archive.org/details/KGO_20240128_160000_This_Week_With_George_Stephanopoulos#start/2070/end/2105,1/28/2024 16:34:45,This Week With George Stephanopoulos,"israeli forces. iranian-backed militants have attacked troops in iraq and syria more than 150 times and in the red sea, houthi rebels have launched missiles and drones toward commercial and navy ships"
https://archive.org/details/KGO_20240128_160000_This_Week_With_George_Stephanopoulos#start/2204/end/2239,1/28/2024 16:36:59,This Week With George Stephanopoulos,"leaving? is that what iran would want? well, you know, i think that's what iran would want. martha: do you think iran wants war with the u.s.? no, i don't think so. martha: i know you started this job a week before october 7th and the horrendous hamas attacks on israel. but you have certainly seen the response day after day, more than 25000 killed, thousands of children, women. what are you doing to convey to"
https://archive.org/details/KGO_20240128_160000_This_Week_With_George_Stephanopoulos#start/2217/end/2252,1/28/2024 16:37:12,This Week With George Stephanopoulos,"the israeli military, to take more care in their war against hamas? what i've communicated to them from the very beginning and through my most recent communications is as you conduct"
https://archive.org/details/KPIX_20240128_163000_Face_the_Nation#start/1124/end/1159,1/28/2024 16:48:59,Face the Nation,"compromise and as was pointed out this compromise was also key to opening up the security funding that we need for ukraine, humanitarian assistance in gaza, defense support for israel, all that is hinging upon getting this deal. we need to move forward."
https://archive.org/details/KPIX_20240128_163000_Face_the_Nation#start/1168/end/1203,1/28/2024 16:49:43,Face the Nation,"isn't just border and ukraine it's gaza and israel, indo-pacific aid, state disaster relief. it's a sizable package, and many components are very popular. but the two challenging ones have been the border crane"
https://archive.org/details/KPIX_20240128_163000_Face_the_Nation#start/1185/end/1220,1/28/2024 16:50:00,Face the Nation,"negotiation and the israel-gaza negotiation. if for some reason we can't find the border agreement i don't think that dooms ukraine aid because i believe votes are there for ukraine in both houses. the border issue is an important one to do because, as senator"
https://archive.org/details/KGO_20240128_160000_This_Week_With_George_Stephanopoulos#start/3050/end/3085,1/28/2024 16:51:05,This Week With George Stephanopoulos,"well, listen. for republicans who are in those swing states and obviously, there's a very small majority for house republicans, what they need is this border deal along with the ukraine money, and the israel money, and this is a good"
https://archive.org/details/CNNW_20240128_170000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/155/end/190,1/28/2024 17:02:50,State of the Union With Jake Tapper and Dana Bash,fire in the middle east since the beginle of the gaza. it's the significant escalation in a precarious situation in the middle east. president biden saying we know the attack was carried out by radical militant groups
https://archive.org/details/CNNW_20240128_170000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/219/end/254,1/28/2024 17:03:54,State of the Union With Jake Tapper and Dana Bash,after the hamas terror attack on israel took place. and those attacks have not typically resulted in casualties. there have been some minor injuries that have resulted from those drone and rocket attacks at u.s. bases. but this is the first time that we have seen any u.s. service
https://archive.org/details/CNNW_20240128_170000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/1435/end/1470,1/28/2024 17:24:10,State of the Union With Jake Tapper and Dana Bash,"corners of the progressive movement, over biden's -- joe biden's support for israel in its war against hamas terrorists. how concerned are you, especially given the fact that we have seen protesters over and over and over at his events, how"
https://archive.org/details/CNNW_20240128_170000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/1483/end/1518,1/28/2024 17:24:58,State of the Union With Jake Tapper and Dana Bash,"the time. so i have a feeling for what feelings they have. but we have to think about what we're doing. and what we have to do is try to stop the suffering in gaza. this is women and children, people who don't have a place to go."
https://archive.org/details/CNNW_20240128_170000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/2976/end/3011,1/28/2024 17:49:51,State of the Union With Jake Tapper and Dana Bash,"union hall and have to deal with the mideast head-on. understand what is happening in gaza. the number of families that live in michigan who have lost loved ones, have family there, that they're scared to death. you know, they don't have a place to live, eat or drink."
https://archive.org/details/CNNW_20240128_170000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/3414/end/3449,1/28/2024 17:57:09,State of the Union With Jake Tapper and Dana Bash,saturday marked international holocaust remembrance day. particularly poignant this year in the wake of the deadliest day for jews since the holocaust. the hamas terror attack inside israel on october 7th. we asked the shoah foundation
https://archive.org/details/KGO_20240129_080000_This_Week_With_George_Stephanopoulos#start/2078/end/2113,1/29/2024 8:34:53,This Week With George Stephanopoulos,decisions in brown's new role as chairman of the joint chiefs of staff. [ applause ] sworn in just one week before the horrific hamas terrorist attacks on israel and the
https://archive.org/details/KGO_20240129_080000_This_Week_With_George_Stephanopoulos#start/2095/end/2130,1/29/2024 8:35:10,This Week With George Stephanopoulos,"violent, intense retaliation that has followed. in the four months since the hamas attacks, more than 25000 palestinians have been killed by israeli forces. iranian-backed militants have attacked troops in iraq and"
https://archive.org/details/KGO_20240129_080000_This_Week_With_George_Stephanopoulos#start/2239/end/2274,1/29/2024 8:37:34,This Week With George Stephanopoulos,"7th and the horrendous hamas attacks on israel. but you have certainly seen the response day after day, more than 25000 killed, thousands of children, women. what are you doing to convey to"
https://archive.org/details/KGO_20240129_080000_This_Week_With_George_Stephanopoulos#start/2256/end/2291,1/29/2024 8:37:51,This Week With George Stephanopoulos,"the israeli military, to take more care in their war against hamas? what i've communicated to them from the very beginning and through my most recent communications is as you conduct your military operations, you've"
https://archive.org/details/KGO_20240129_080000_This_Week_With_George_Stephanopoulos#start/3075/end/3110,1/29/2024 8:51:30,This Week With George Stephanopoulos,"for republicans who are in those swing states and obviously, there's a very small majority for house republicans, what they need is this border deal along with the ukraine money, and the israel money, and this is a good"
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/111/end/146,1/29/2024 9:02:06,Meet the Press,aid to ukraine and israel? i'll speak to democratic congresswoman alexandria oh
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/168/end/203,1/29/2024 9:03:03,Meet the Press,welker. good sunday morning toti urgent talks are ungds way in the middle east as american-led negotiators close in on a deal in which israel would suspend its war in gaza for about two months in exchange for the release of more than 100
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/198/end/233,1/29/2024 9:03:33,Meet the Press,uses weapons in ammunitions sales in israel as leverage to persuade the israeli government to scale backes its assault on gaza toti officials tel aviv nbc news the u.s. is considering slowing or pausing the delivery of weapons including artillery
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/215/end/250,1/29/2024 9:03:50,Meet the Press,and precision-guided munitions to pressure the israelis to do more to protect palestinian civilians toti all of it the backdrop of a two-front campaign with a defiant nikki haley vowing to stay in the race for the republican nomination
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/1151/end/1186,1/29/2024 9:19:26,Meet the Press,"hold on. it's going to get worse. ambassador haley, let's pause our conversation here for just a moment. when we come back, republicans are backing away from a border policy deal that would unlock funding for ukraine and israel."
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/1567/end/1602,1/29/2024 9:26:22,Meet the Press,there are reports the u.s. is getting closer to negotiating a deal which would effectively mean israel would sus spend its military operations in gaza for about two months in exchange for the remaining hostages. the cia director is in paris
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/1583/end/1618,1/29/2024 9:26:38,Meet the Press,"negotiating these talks right now. if you were president, in the white house right now, is this the type of deal you would get behind? would you be supporting this and urging israel to accept this compromise? we want to do everything we can to get the hostages home,"
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/1599/end/1634,1/29/2024 9:26:54,Meet the Press,"but i also know what this means. this means that during those two months, hamas is going to refuel, rebuild their ammunition, remain, plan all of the things they're going to do. they have said they're going to do another attack and israel has"
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/1614/end/1649,1/29/2024 9:27:09,Meet the Press,"to keep themselves safe. this is a fine line we need to see them walk. first of all, we need to make sure israel has whatever they need when they need it. we need to make sure we eliminate hamas and never take our eye off the target because they have said they're going to"
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/1628/end/1663,1/29/2024 9:27:23,Meet the Press,"do it again and we need to get the hostages home. do you think it's a bad idea to pause it for two months? i think if israel is willing to pause, that i should. they're driving this train. when they saw so many people die"
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/1660/end/1695,1/29/2024 9:27:55,Meet the Press,"through barrier, this is how they were going to kill as many jewish people as fast as they could. that happened. i know there will be no hamas without iran. i know they want to eliminate israel. we have got to find a way to protect israelis and get the"
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/2161/end/2196,1/29/2024 9:36:16,Meet the Press,"et president biden's campaign rallies were interrupted more than a dozen times by protesters calling for a cease-fire in gaza, even unfurling a banner reading, quote, genocide joe. now people are becoming"
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/2271/end/2306,1/29/2024 9:38:06,Meet the Press,its own concerns whether it's happening in gaza or any other number of issues. right now in november is going to be about the coalition we can put together and the policy progress we can make between now and then. do you think president biden is the strongest person to take on former president donald trump
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/2572/end/2607,1/29/2024 9:43:07,Meet the Press,"there are details about this potential emerging deal in which it real would stop its war campaign for about two months in exchange for all of the hostages. given the argument by israel, the u.s. government that"
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/2621/end/2656,1/29/2024 9:43:56,Meet the Press,"they understood the asymmetric attack israel will put out. israel has been indiscriminately attacking gazans, and we have seen over 25000 palestinians have been killed. over 70% of whom are women and"
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/2688/end/2723,1/29/2024 9:45:03,Meet the Press,"is young people are appalled at the loss of life. we're not just seeing 25000 people who have died in gaza. we're seeing the starvation of millions of people, the did"
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/2703/end/2738,1/29/2024 9:45:18,Meet the Press,placement of over 2 million gaz ps. we have south africa that has mounted a court in the icj. the icj ruled this week that israel has a grave responsibility to prevent
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/2734/end/2769,1/29/2024 9:45:49,Meet the Press,"the fact that this word is even in play i, the fact that this word is even in our discourse, i think, demonstrates the mass inhumanity that gazans are facing, and so whether you are an individual that believes this is a genocide, which, by the"
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/2763/end/2798,1/29/2024 9:46:18,Meet the Press,here is the netanyahu government has lost public support and we have a responsibility to protect the human rights and the humanity of gazans and hostages alike in the area. all right.
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/3539/end/3574,1/29/2024 9:59:14,Meet the Press,"thinks it's good for its politics. president obama with 60 votes didn't get it done either. he had a bit of an economic crisis. the backdrop for this deal, carol, is to get a deal on the border so there's nor funding for ukraine and israel, and that"
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/3555/end/3590,1/29/2024 9:59:30,Meet the Press,"situation is also something that's looming large over the biden administration. and i know you have new reporting on israel as well. yeah, look, the pretty is in a bind. he's under a lot of pressure in his own party to do more, to get israel to scale things back. we were reporting this morning"
https://archive.org/details/MSNBCW_20240129_090000_Meet_the_Press#start/3569/end/3604,1/29/2024 9:59:44,Meet the Press,"that one of the things the administration is doing is having discussions about how to leverage some of israel's request for weaponry, ammunition, things like that, to"
https://archive.org/details/KPIX_20240129_103000_Face_the_Nation#start/94/end/129,1/29/2024 10:31:49,Face the Nation,who's hoping an agreement will also clear the way for more foreign aid to ukraine and israel and check in with biden administration envoy amos hochstein who is working to prevent the war in israel from
https://archive.org/details/KPIX_20240129_103000_Face_the_Nation#start/109/end/144,1/29/2024 10:32:04,Face the Nation,spiralling into leb ba none. an update from save the children ceo janti soeripto on the humanitarian crisis in gaza. united autoworkers president shawn fain joins us to discuss what's next after his union
https://archive.org/details/KPIX_20240129_103000_Face_the_Nation#start/1118/end/1153,1/29/2024 10:48:53,Face the Nation,"their rights are. we have to dig into the details, but we've got to find a compromise and as was pointed out this compromise was also key to opening up the security funding that we need for ukraine, humanitarian assistance in gaza, defense support for"
https://archive.org/details/KPIX_20240129_103000_Face_the_Nation#start/1134/end/1169,1/29/2024 10:49:09,Face the Nation,"israel, all that is hinging upon getting this deal. we need to move forward. right. and so to that point, democrats control the senate. is leader schumer giving you any timeline here for when he might be able to move on all of this and is there a plan b for"
https://archive.org/details/KPIX_20240129_103000_Face_the_Nation#start/1165/end/1200,1/29/2024 10:49:40,Face the Nation,"on the overall package. as you know the overall package isn't just border and ukraine it's gaza and israel, indo-pacific aid, state disaster relief. it's a sizable package, and many components are very popular. but the two challenging ones"
https://archive.org/details/KPIX_20240129_103000_Face_the_Nation#start/1181/end/1216,1/29/2024 10:49:56,Face the Nation,have been the border crane negotiation and the israel-gaza negotiation. if for some reason we can't find the border agreement i don't think that dooms ukraine aid because i believe votes are there for ukraine in both houses. the border issue is an important
https://archive.org/details/KPIX_20240129_103000_Face_the_Nation#start/1213/end/1248,1/29/2024 10:50:28,Face the Nation,"they've gained so much, but it's all at risk if the u.s. isn't there. well, i want to ask you about aid to israel and as you said gaza. the united states has temporarily suspended some of the aid to the u.n. agency that operates in gaza after israel"
https://archive.org/details/KPIX_20240129_103000_Face_the_Nation#start/1259/end/1294,1/29/2024 10:51:14,Face the Nation,"addressed? margaret, the humanitarian aids of gazans are massive. israel should defend itself against hamas but most gazans are not hamas and they've suffered. there's 2.2 million people that need humanitarian aid."
https://archive.org/details/KPIX_20240129_103000_Face_the_Nation#start/1274/end/1309,1/29/2024 10:51:29,Face the Nation,"if the u.n. agency cannot be a trusted deliver, there are other ngos who are and usaid and others work with ngos in gaza to deliver aid, and frankly, most of us have been disappointed about the extent of humanitarian aid that's been able to come"
https://archive.org/details/KPIX_20240129_103000_Face_the_Nation#start/1290/end/1325,1/29/2024 10:51:45,Face the Nation,"into gaza. that's why in the package we're negotiating, it's defense support for israel but also robust humanitarian support for gaza and if we're going to do that it has to get to gazans and can't be blocked by israel. if we can't completely rely on"
https://archive.org/details/KPIX_20240129_103000_Face_the_Nation#start/1306/end/1341,1/29/2024 10:52:01,Face the Nation,"the u.n. agency, there are other trusted ngos who have a good track record. this aid is monitored very carefully. we need to increase the pace, increase the volume, and get more aid to gazans. and we have one of those agencies with us later in the"
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/322/end/357,1/29/2024 11:05:37,Face the Nation,"muslim americans upset about what's happening in gaza. you have called for a cease-fire and joe biden has not. is this going to be difficult? are they underestimating in washington how painful this is for people in michigan? look, we've been very clear"
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/493/end/528,1/29/2024 11:08:28,Face the Nation,in the middle east and the biden administration's efforts to prevent a regional war. white house envoy amos hochstein is with us working on a diplomatic accord between israel and lebanon and a top adviser to the president on energy.
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/524/end/559,1/29/2024 11:08:59,Face the Nation,"from the beginning of this conflict, the day after october 7th, october 8 there was shelling and action coming from lebanon towards israel and since then we've been in a low-grade fight between israel and"
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/554/end/589,1/29/2024 11:09:29,Face the Nation,"civilian lives on both sides. hezbollah has been firing rockets, israel has been carrying out strikes into southern lebanon. you lad brokered a maritime border between israel and lebanon. how close are you to getting a land border negotiated here? so, just over a year ago we"
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/571/end/606,1/29/2024 11:09:46,Face the Nation,"were able to negotiate a maritime boundary, really the first time israel and lebanon -- lebanon doesn't recognize israel diplomatically -- reechz any boundary agreement. what we need to do now is get to two things, one the cessation of"
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/588/end/623,1/29/2024 11:10:03,Face the Nation,"hostilities across both sides, so almost 100000 people on each side, lebanon and israel, are refugees in their own country because they can't live in southern lebanon or northern israel. we have to get to a cessation of hostilities. post-october 7th we have to make"
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/601/end/636,1/29/2024 11:10:16,Face the Nation,"sure israelis and leb ba fleece can live in their homes with security. it requires a more intricate piece of the negotiations to ensure that the lebanese army is in that area, that there is more"
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/633/end/668,1/29/2024 11:10:48,Face the Nation,"and are you leaded back soon? i will likely head back soon, but i think this is something we do every day, not just in the region. we do this also when we're here. the israeli government said time is running short, the defense minister, said end of"
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/696/end/731,1/29/2024 11:11:51,Face the Nation,"war of russia's war against ukraine and what's happening in the middle east and the houthis attacking the ships. so the first thing to remember, we are responding to the houthi attacks and this is not an attack on the united states or related to gaza. this is an attack on the global"
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/729/end/764,1/29/2024 11:12:24,Face the Nation,"it's not stopping the attacks. let's take the example you gave the ship on friday. it was not an american ship, not destined for israel either. it's part of the global commercial system, aided by the u.s. navy, the french navy and the indian navy all vessels in"
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/981/end/1016,1/29/2024 11:16:36,Face the Nation,senator manchin said he will hold hearings to get answers to the questions on what happened here and we will watch for that and thank you for coming in. we'll be back in a moment. we're over 100 days into a war that israeli prime minister
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/997/end/1032,1/29/2024 11:16:52,Face the Nation,benjamin netanyahu has vowed to continue. cbs's charlie d'agata accompanied the israeli military into gaza and filed this. reporter: we crossed into southern gaza through this same breach in the fence that hamas militants punched through to
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/1027/end/1062,1/29/2024 11:17:22,Face the Nation,"miles of tunnels beneath gaza, this one enabled hamas fighters to infiltrate under open fields undetected planned long in advance. the patrol here they found the hole."
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/1076/end/1111,1/29/2024 11:18:11,Face the Nation,population. the largest city in southern gaza is thought to be a hamas stronghold where the militant leader was hiding out. hamas health officials say the death toll has now soared to more than 26000.
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/1092/end/1127,1/29/2024 11:18:27,Face the Nation,"among them more than 10000 children. we came to what used to be an elementary school in this upscale neighborhood, once a hamas fighting position we were told, now an israeli military base. a few moments ago a loud"
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/1137/end/1172,1/29/2024 11:19:12,Face the Nation,"then shoot at us, try to shoot and runaway. reporter: the israeli military say they've got khan yunis surrounded, yet hamas leaders and the more than 130 hostages still being held, are yet to be found. driving back through the"
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/1153/end/1188,1/29/2024 11:19:28,Face the Nation,"destruction, the challenge is not just about seizing territory above ground but hunting down what's below. charlie d'agata has just returned to london from reporting in the region. charlie, journalists are not permitted into gaza to freely"
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/1168/end/1203,1/29/2024 11:19:43,Face the Nation,"report on the war and that has been the subject of court cases in israel. so what restrictions did the idf put on you? . yeah. margaret, we cannot get into gaza from israel or from egypt for that matter because the israelis are holding all the"
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/1184/end/1219,1/29/2024 11:19:59,Face the Nation,"cards. the only way you can get in is with the israeli military on an embed. what they mean they are the ones showing you around and create the narrative of what you can see. in that one we were there two, two and a half hours, we weren't"
https://archive.org/details/KPIX_20240129_110000_Face_the_Nation#start/1231/end/1266,1/29/2024 11:20:46,Face the Nation,"haven't seen a single palestinian. i haven't seen any sign of life or death, having been able to get to any humanitarian centers or hospitals, so it's been impossible for us to independently report what's going on there, aside from the"
